car_type,dev_id,time,cum_mileage,kWh_per_km,avg_temp,avg_speed
IONIQ5,M1200607419,2021-11-08 08:57:13,8416.0,0.2297,16.97,49.52
IONIQ5,M1200607419,2021-11-09 09:07:08,8517.0,0.2306,16.3,39.04
IONIQ5,M1200607419,2021-11-12 18:31:11,8879.0,0.2167,15.11,26.01
IONIQ5,M1200607419,2021-11-13 14:14:59,8937.0,0.1707,16.14,45.76
IONIQ5,M1200607419,2021-11-15 08:49:18,9073.0,0.2298,17.71,63.35
IONIQ5,M1200607419,2021-11-15 17:27:22,9124.0,0.212,16.43,49.11
IONIQ5,M1200607419,2021-11-16 08:54:13,9174.0,0.2632,16.05,74.31
IONIQ5,M1200607419,2021-11-17 08:46:29,9445.0,0.2524,15.4,83.08
IONIQ5,M1200607419,2021-11-18 17:51:09,9599.0,0.248,16.05,47.34
IONIQ5,M1200607419,2021-11-19 08:37:51,9648.0,0.2735,16.48,57.42
IONIQ5,M1200607419,2021-11-19 18:09:01,9700.0,0.222,20.82,41.36
IONIQ5,M1200607419,2021-11-22 09:20:34,9759.0,0.2347,17.07,38.1
IONIQ5,M1200607419,2021-11-22 17:26:00,9809.0,0.266,11.07,54.68
IONIQ5,M1200607419,2021-11-23 09:15:37,9859.0,0.276,12.2,42.78
IONIQ5,M1200607419,2021-11-23 17:30:47,9910.0,0.2686,13.13,34.87
IONIQ5,M1200607419,2021-11-24 08:44:26,9958.0,0.2437,16.91,59.14
IONIQ5,M1200607419,2021-11-24 17:43:40,10009.0,0.2235,18.96,38.75
IONIQ5,M1200607419,2021-11-25 09:20:46,10059.0,0.27,17.64,36.91
IONIQ5,M1200607419,2021-11-25 18:00:11,10109.0,0.236,15.31,54.02
IONIQ5,M1200607419,2021-11-26 09:12:00,10159.0,0.23,15.94,41.4
IONIQ5,M1200607419,2021-11-26 18:53:27,10210.0,0.262,17.05,64.03
IONIQ5,M1200607419,2021-11-27 15:11:16,10315.0,0.2171,16.2,65.59
IONIQ5,M1200607419,2021-11-27 18:13:38,10359.0,0.1886,14.87,20.26
IONIQ5,M1200607419,2021-11-27 20:31:24,10400.0,0.2171,12.03,49.18
IONIQ5,M1200607419,2021-11-27 21:34:12,10434.0,0.1765,27.35,87.37
IONIQ5,M1200607419,2021-11-29 08:45:59,10484.0,0.22,15.92,58.61
IONIQ5,M1200607419,2021-11-29 18:02:03,10534.0,0.284,15.22,42.2
IONIQ5,M1200607419,2021-11-30 08:46:22,10584.0,0.262,16.4,55.18
IONIQ5,M1200607419,2021-11-30 17:42:41,10635.0,0.224,14.47,34.81
IONIQ5,M1200607419,2021-12-01 08:46:49,10685.0,0.24,12.22,60.16
IONIQ5,M1200607419,2021-12-01 11:02:18,10737.0,0.2942,11.53,29.59
IONIQ5,M1200607419,2021-12-03 09:09:56,10798.0,0.244,14.23,45.86
IONIQ5,M1200607419,2021-12-03 19:36:14,10853.0,0.2582,10.08,42.12
IONIQ5,M1200607419,2021-12-06 09:06:50,10921.0,0.2796,13.55,38.73
IONIQ5,M1200607419,2021-12-06 18:57:28,10971.0,0.248,11.69,37.85
IONIQ5,M1200607419,2021-12-07 09:08:45,11021.0,0.222,15.27,40.07
IONIQ5,M1200607419,2021-12-07 18:15:05,11072.0,0.2353,12.4,48.13
IONIQ5,M1200607419,2021-12-08 08:30:53,11121.0,0.2286,14.61,54.6
IONIQ5,M1200607419,2021-12-08 18:03:11,11172.0,0.2216,12.18,31.49
IONIQ5,M1200607422,2021-11-05 18:12:41,1414.0,0.2514,17.42,42.45
IONIQ5,M1200607422,2021-11-10 11:18:06,1435.0,0.3238,4.57,32.71
IONIQ5,M1200607422,2021-11-10 13:56:28,1453.0,0.2889,6.34,36.38
IONIQ5,M1200607422,2021-11-11 10:07:45,1464.0,0.2545,6.31,34.4
IONIQ5,M1200607422,2021-11-11 11:27:20,1475.0,0.3,7.3,34.4
IONIQ5,M1200607422,2021-11-15 15:04:27,1495.0,0.2786,10.1,31.48
IONIQ5,M1200607422,2021-11-15 16:51:51,1509.0,0.3071,12.08,40.32
IONIQ5,M1200607422,2021-11-16 14:34:45,1527.0,0.225,9.97,30.19
IONIQ5,M1200607422,2021-11-18 09:26:58,1574.0,0.2591,8.4,51.4
IONIQ5,M1200607422,2021-11-18 13:39:13,1596.0,0.2318,12.13,51.73
IONIQ5,M1200607422,2021-11-18 16:16:15,1659.0,0.2524,24.31,35.06
IONIQ5,M1200607422,2021-11-19 15:28:16,1672.0,0.2231,14.33,23.1
IONIQ5,M1200607422,2021-11-22 16:29:05,1696.0,0.2667,6.88,30.49
IONIQ5,M1200607422,2021-11-29 12:01:07,1744.0,0.33,4.24,19.78
IONIQ5,M1200607422,2021-11-30 12:50:50,1779.0,0.2815,8.01,20.84
IONIQ5,M1200607422,2021-12-01 10:02:40,1816.0,0.2865,1.06,32.16
IONIQ5,M1200607422,2021-12-01 13:32:08,1866.0,0.2063,3.49,54.07
IONIQ5,M1200607422,2021-12-02 12:58:28,1885.0,0.26,2.49,14.62
IONIQ5,M1200607422,2021-12-03 14:01:35,1922.0,0.2946,4.9,19.83
IONIQ5,M1200607422,2021-12-06 10:41:46,1932.0,0.28,1.06,19.74
IONIQ5,M1200607422,2021-12-06 11:55:54,1943.0,0.23,3.76,30.56
IONIQ5,M1200607422,2021-12-06 13:06:55,1954.0,0.2182,5.32,35.33
IONIQ5,M1200607422,2021-12-06 16:33:25,1965.0,0.2455,9.82,33.85
IONIQ5,M1200607422,2021-12-07 11:32:01,1986.0,0.35,5.41,20.04
IONIQ5,M1200607422,2021-12-08 11:18:04,2012.0,0.2962,4.94,37.88
IONIQ5,M1200607422,2021-12-08 13:44:19,2033.0,0.3048,9.91,33.0
IONIQ5,M1200607422,2021-12-08 17:36:20,2054.0,0.2619,11.65,30.88
IONIQ5,M1200607423,2021-10-16 17:12:43,10412.0,0.1625,20.92,97.63
IONIQ5,M1200607423,2021-11-18 13:23:00,16306.0,0.1868,17.37,83.92
IONIQ5,M1200607423,2021-11-18 16:00:43,16411.0,0.1923,19.02,80.14
IONIQ5,M1200607423,2021-11-18 17:55:15,16436.0,0.1708,18.41,32.54
IONIQ5,M1200607423,2021-11-18 20:29:19,16500.0,0.2344,16.76,80.9
IONIQ5,M1200607423,2021-11-19 09:13:39,16547.0,0.2,16.21,65.03
IONIQ5,M1200607423,2021-11-19 10:53:44,16568.0,0.1952,14.45,57.67
IONIQ5,M1200607423,2021-11-19 15:02:51,16589.0,0.2286,15.44,56.84
IONIQ5,M1200607423,2021-11-19 18:08:13,16637.0,0.2458,18.57,65.65
IONIQ5,M1200607423,2021-11-20 15:18:24,16850.0,0.2155,18.1,73.19
IONIQ5,M1200607423,2021-11-20 21:01:43,17065.0,0.2442,18.17,85.68
IONIQ5,M1200607423,2021-11-21 11:37:36,17121.0,0.1696,17.84,66.25
IONIQ5,M1200607423,2021-11-21 14:01:12,17240.0,0.2084,18.54,76.6
IONIQ5,M1200607423,2021-11-21 15:33:00,17262.0,0.2045,20.53,49.47
IONIQ5,M1200607423,2021-11-21 19:13:02,17433.0,0.2269,21.02,63.25
IONIQ5,M1200607423,2021-11-22 08:55:03,17481.0,0.2125,18.85,67.47
IONIQ5,M1200607423,2021-11-22 11:12:26,17501.0,0.25,14.6,64.81
IONIQ5,M1200607423,2021-11-22 14:33:35,17522.0,0.2714,14.25,55.14
IONIQ5,M1200607423,2021-11-22 17:48:34,17570.0,0.2667,13.48,64.45
IONIQ5,M1200607423,2021-11-23 09:18:16,17618.0,0.2063,13.56,62.59
IONIQ5,M1200607423,2021-11-23 11:02:12,17647.0,0.231,11.16,45.57
IONIQ5,M1200607423,2021-11-23 17:55:47,17687.0,0.2875,9.66,49.95
IONIQ5,M1200607423,2021-11-24 09:16:30,17735.0,0.2375,10.57,63.27
IONIQ5,M1200607423,2021-11-24 13:22:59,17765.0,0.1909,13.15,50.74
IONIQ5,M1200607423,2021-11-24 15:36:58,17785.0,0.25,14.08,42.86
IONIQ5,M1200607423,2021-11-24 17:49:13,17833.0,0.2708,14.55,57.72
IONIQ5,M1200607423,2021-11-25 12:15:25,18128.0,0.2037,16.04,71.6
IONIQ5,M1200607423,2021-11-25 14:06:19,18141.0,0.2538,17.69,9.81
IONIQ5,M1200607423,2021-11-25 21:44:31,18433.0,0.1979,18.96,63.65
IONIQ5,M1200607423,2021-11-26 09:18:37,18481.0,0.2083,15.65,53.47
IONIQ5,M1200607423,2021-11-26 10:41:21,18501.0,0.205,14.34,52.17
IONIQ5,M1200607423,2021-11-26 15:17:41,18538.0,0.2135,14.89,69.7
IONIQ5,M1200607423,2021-11-26 18:57:43,18554.0,0.275,14.5,39.43
IONIQ5,M1200607423,2021-11-26 23:45:07,18591.0,0.3432,11.11,75.21
IONIQ5,M1200607423,2021-11-27 15:12:04,18630.0,0.2368,10.03,66.38
IONIQ5,M1200607423,2021-11-27 19:16:58,18842.0,0.2198,20.67,63.62
IONIQ5,M1200607423,2021-11-27 21:12:30,18928.0,0.2453,19.26,64.46
IONIQ5,M1200607423,2021-11-28 12:28:10,18973.0,0.1667,13.0,77.11
IONIQ5,M1200607423,2021-11-28 22:33:44,19017.0,0.2409,14.63,81.61
IONIQ5,M1200607423,2021-11-29 08:51:09,19065.0,0.1833,12.58,68.95
IONIQ5,M1200607423,2021-11-29 11:22:08,19086.0,0.2048,11.74,52.46
IONIQ5,M1200607423,2021-11-29 14:50:42,19106.0,0.205,12.6,54.92
IONIQ5,M1200607423,2021-11-29 17:54:08,19139.0,0.2212,14.59,25.02
IONIQ5,M1200607423,2021-11-29 22:42:04,19197.0,0.2793,12.64,69.55
IONIQ5,M1200607423,2021-11-30 10:31:11,19298.0,0.2634,10.06,49.57
IONIQ5,M1200607423,2021-11-30 12:33:22,19339.0,0.2683,9.46,44.43
IONIQ5,M1200607423,2021-11-30 16:20:20,19373.0,0.2562,11.01,59.35
IONIQ5,M1200607423,2021-11-30 18:30:31,19400.0,0.2556,12.7,27.01
IONIQ5,M1200607423,2021-12-01 10:10:54,19426.0,0.2462,15.6,36.69
IONIQ5,M1200607423,2021-12-01 11:19:43,19446.0,0.17,33.21,59.95
IONIQ5,M1200607423,2021-12-01 14:53:21,19460.0,0.1857,19.13,24.1
IONIQ5,M1200607423,2021-12-01 20:47:51,19518.0,0.2596,11.56,67.66
IONIQ5,M1200607423,2021-12-02 09:07:24,19559.0,0.2976,8.51,70.89
IONIQ5,M1200607423,2021-12-02 12:56:34,19636.0,0.2818,8.38,26.78
IONIQ5,M1200607423,2021-12-02 15:28:40,19656.0,0.285,9.93,51.03
IONIQ5,M1200607423,2021-12-02 17:39:58,19704.0,0.2917,11.16,51.12
IONIQ5,M1200607423,2021-12-03 09:32:07,19753.0,0.2082,12.7,54.58
IONIQ5,M1200607423,2021-12-03 11:09:25,19773.0,0.22,11.83,57.1
IONIQ5,M1200607423,2021-12-03 13:53:08,19794.0,0.2619,12.75,49.38
IONIQ5,M1200607423,2021-12-03 18:49:46,19842.0,0.2563,11.16,36.14
IONIQ5,M1200607423,2021-12-04 09:41:09,19890.0,0.2292,8.18,65.68
IONIQ5,M1200607423,2021-12-04 11:31:19,19911.0,0.2429,9.25,63.0
IONIQ5,M1200607423,2021-12-04 14:15:11,19948.0,0.1892,10.51,66.57
IONIQ5,M1200607423,2021-12-04 16:41:37,19980.0,0.225,11.14,39.97
IONIQ5,M1200607423,2021-12-04 19:26:09,20039.0,0.239,11.16,60.48
IONIQ5,M1200607423,2021-12-05 12:58:40,20194.0,0.1606,11.47,69.73
IONIQ5,M1200607423,2021-12-05 17:57:49,20358.0,0.2104,11.41,59.15
IONIQ5,M1200607423,2021-12-06 09:06:31,20406.0,0.1792,11.89,62.14
IONIQ5,M1200607423,2021-12-06 11:18:23,20426.0,0.235,9.1,55.34
IONIQ5,M1200607423,2021-12-06 14:22:20,20447.0,0.2381,10.21,42.69
IONIQ5,M1200607423,2021-12-06 17:49:33,20495.0,0.2333,12.17,61.04
IONIQ5,M1200607423,2021-12-07 09:37:30,20543.0,0.2,9.17,64.69
IONIQ5,M1200607423,2021-12-07 11:32:37,20571.0,0.2321,9.84,46.01
IONIQ5,M1200607423,2021-12-07 12:58:52,20584.0,0.2308,11.81,29.42
IONIQ5,M1200607423,2021-12-07 16:49:08,20606.0,0.2067,13.11,37.74
IONIQ5,M1200607423,2021-12-07 23:20:57,20655.0,0.302,13.1,79.78
IONIQ5,M1200607423,2021-12-08 11:10:48,20703.0,0.2292,10.81,62.79
IONIQ5,M1200607423,2021-12-08 14:03:18,20725.0,0.2682,13.07,14.77
IONIQ5,M1200607423,2021-12-08 19:01:30,20774.0,0.2854,20.45,65.38
IONIQ5,M1200607425,2021-10-26 13:25:58,6042.0,0.186,15.38,64.85
IONIQ5,M1200607425,2021-10-29 10:56:10,6322.0,0.1664,20.18,86.16
IONIQ5,M1200607425,2021-10-29 16:33:28,6428.0,0.2636,19.45,19.69
IONIQ5,M1200607425,2021-10-31 13:58:38,6671.0,0.1592,17.42,47.14
IONIQ5,M1200607425,2021-11-01 09:12:47,6785.0,0.18,13.93,51.36
IONIQ5,M1200607425,2021-11-01 17:47:12,6813.0,0.2077,16.27,45.39
IONIQ5,M1200607425,2021-11-05 13:35:30,7139.0,0.2343,14.88,34.41
IONIQ5,M1200607425,2021-11-08 08:05:27,7309.0,0.2353,16.72,26.94
IONIQ5,M1200607425,2021-11-08 21:04:57,7365.0,0.2467,10.69,36.46
IONIQ5,M1200607425,2021-11-09 07:57:58,7389.0,0.2696,6.91,31.47
IONIQ5,M1200607425,2021-11-09 16:00:18,7434.0,0.2619,8.49,23.91
IONIQ5,M1200607425,2021-11-09 18:58:55,7448.0,0.2417,8.1,39.27
IONIQ5,M1200607425,2021-11-10 09:04:56,7478.0,0.23,5.29,53.73
IONIQ5,M1200607425,2021-11-18 13:33:14,8056.0,0.2375,13.42,30.2
IONIQ5,M1200607425,2021-11-18 16:21:49,8082.0,0.2182,14.97,54.96
IONIQ5,M1200607425,2021-11-18 18:57:11,8096.0,0.2643,16.01,43.45
IONIQ5,M1200607425,2021-11-19 10:49:31,8118.0,0.2533,15.5,36.22
IONIQ5,M1200607425,2021-11-19 17:45:23,8140.0,0.3,16.03,30.51
IONIQ5,M1200607425,2021-11-19 20:42:13,8156.0,0.2,15.84,35.32
IONIQ5,M1200607425,2021-11-20 14:48:29,8172.0,0.15,15.0,36.92
IONIQ5,M1200607425,2021-11-20 19:00:57,8195.0,0.2,16.43,47.02
IONIQ5,M1200607425,2021-11-20 22:59:14,8220.0,0.22,13.88,55.87
IONIQ5,M1200607425,2021-11-21 14:09:19,8236.0,0.2375,15.01,34.47
IONIQ5,M1200607425,2021-11-21 17:01:00,8247.0,0.2091,16.28,38.82
IONIQ5,M1200607425,2021-11-22 01:45:37,8260.0,0.2667,11.12,31.26
IONIQ5,M1200607425,2021-11-22 09:24:56,8275.0,0.2467,7.66,33.52
IONIQ5,M1200607425,2021-11-22 15:57:06,8296.0,0.2429,8.96,39.97
IONIQ5,M1200607425,2021-11-22 18:07:39,8327.0,0.2516,9.78,24.88
IONIQ5,M1200607425,2021-11-23 07:34:28,8354.0,0.2583,2.84,38.04
IONIQ5,M1200607425,2021-11-23 17:36:38,8377.0,0.28,4.23,25.17
IONIQ5,M1200607425,2021-11-24 07:39:19,8396.0,0.2563,6.14,28.93
IONIQ5,M1200607425,2021-11-24 09:24:12,8418.0,0.2545,6.02,47.11
IONIQ5,M1200607425,2021-11-24 18:13:32,8439.0,0.2714,6.97,20.61
IONIQ5,M1200607425,2021-11-24 20:35:17,8449.0,0.29,6.53,53.73
IONIQ5,M1200607425,2021-11-25 07:31:43,8468.0,0.2667,12.67,28.22
IONIQ5,M1200607425,2021-11-25 09:02:57,8480.0,0.2083,10.58,35.09
IONIQ5,M1200607425,2021-11-25 18:55:04,8499.0,0.25,10.37,32.71
IONIQ5,M1200607425,2021-11-26 08:12:11,8531.0,0.2652,5.94,30.43
IONIQ5,M1200607425,2021-11-26 11:29:09,8551.0,0.24,7.33,23.0
IONIQ5,M1200607425,2021-11-26 16:40:56,8567.0,0.27,7.66,30.51
IONIQ5,M1200607425,2021-11-27 00:00:39,8583.0,0.2188,6.83,45.0
IONIQ5,M1200607425,2021-11-27 10:40:53,8598.0,0.3067,4.44,30.84
IONIQ5,M1200607425,2021-11-27 19:10:01,8608.0,0.28,10.61,52.1
IONIQ5,M1200607425,2021-11-29 07:46:55,8654.0,0.2458,6.01,35.38
IONIQ5,M1200607425,2021-11-29 14:23:38,8676.0,0.275,9.81,22.03
IONIQ5,M1200607425,2021-11-29 17:24:38,8712.0,0.2,11.85,35.3
IONIQ5,M1200607425,2021-11-29 20:37:35,8724.0,0.225,11.5,28.03
IONIQ5,M1200607425,2021-11-29 23:12:13,8747.0,0.2652,12.49,48.11
IONIQ5,M1200607425,2021-11-30 12:29:26,8763.0,0.2667,10.49,41.83
IONIQ5,M1200607425,2021-11-30 15:17:00,8775.0,0.2909,10.0,37.68
IONIQ5,M1200607425,2021-11-30 17:53:06,8785.0,0.3,10.52,27.89
IONIQ5,M1200607425,2021-11-30 22:38:36,8801.0,0.3533,5.87,44.96
IONIQ5,M1200607425,2021-12-01 08:03:16,8825.0,0.275,2.27,32.7
IONIQ5,M1200607425,2021-12-01 19:51:40,8860.0,0.25,5.23,36.43
IONIQ5,M1200607425,2021-12-02 11:06:10,8885.0,0.2895,5.56,31.95
IONIQ5,M1200607425,2021-12-02 18:57:36,8899.0,0.2286,8.86,43.04
IONIQ5,M1200607425,2021-12-03 07:53:28,8928.0,0.2304,8.59,33.63
IONIQ5,M1200607425,2021-12-03 16:13:00,8944.0,0.2833,8.75,16.44
IONIQ5,M1200607425,2021-12-03 18:37:12,8964.0,0.235,7.78,22.92
IONIQ5,M1200607425,2021-12-04 14:56:32,8988.0,0.22,6.17,40.65
IONIQ5,M1200607425,2021-12-04 18:39:28,9013.0,0.268,6.98,39.11
IONIQ5,M1200607425,2021-12-04 23:48:50,9031.0,0.2944,4.42,35.22
IONIQ5,M1200607425,2021-12-05 15:30:08,9046.0,0.28,5.08,40.57
IONIQ5,M1200607425,2021-12-05 18:27:12,9068.0,0.2833,7.47,36.59
IONIQ5,M1200607425,2021-12-06 00:19:13,9089.0,0.3,8.06,34.93
IONIQ5,M1200607425,2021-12-06 08:06:19,9112.0,0.2826,4.36,26.11
IONIQ5,M1200607425,2021-12-07 15:19:32,9162.0,0.2432,9.68,32.12
IONIQ5,M1200607425,2021-12-07 19:21:07,9183.0,0.2667,11.25,23.76
IONIQ5,M1200607425,2021-12-08 07:54:50,9216.0,0.2696,7.4,31.1
IONIQ5,M1200607425,2021-12-08 10:46:14,9250.0,0.2353,7.29,40.91
IONIQ5,M1200607425,2021-12-08 12:42:38,9291.0,0.2317,9.08,28.86
IONIQ5,M1200607426,2021-10-14 19:24:31,3468.0,0.2733,25.77,10.56
IONIQ5,M1200607426,2021-10-15 11:04:11,3489.0,0.205,21.13,18.45
IONIQ5,M1200607426,2021-10-15 16:09:14,3540.0,0.218,22.26,43.4
IONIQ5,M1200607426,2021-10-17 13:51:44,3563.0,0.2563,15.08,36.23
IONIQ5,M1200607426,2021-10-28 18:41:42,3989.0,0.3364,16.23,10.47
IONIQ5,M1200607426,2021-10-29 10:24:03,4002.0,0.3083,15.36,18.38
IONIQ5,M1200607426,2021-10-29 19:07:44,4043.0,0.2286,19.17,34.41
IONIQ5,M1200607426,2021-11-01 00:56:02,4081.0,0.284,15.94,46.58
IONIQ5,M1200607426,2021-11-01 10:18:03,4093.0,0.3364,15.65,16.42
IONIQ5,M1200607426,2021-11-01 19:05:38,4110.0,0.25,16.53,16.93
IONIQ5,M1200607426,2021-11-02 10:15:17,4123.0,0.35,14.23,16.42
IONIQ5,M1200607426,2021-11-02 18:25:55,4135.0,0.3,15.31,17.99
IONIQ5,M1200607426,2021-11-03 12:02:00,4175.0,0.2375,14.63,39.54
IONIQ5,M1200607426,2021-11-03 20:55:51,4220.0,0.2897,16.79,52.96
IONIQ5,M1200607426,2021-11-04 10:01:26,4233.0,0.3462,14.51,19.61
IONIQ5,M1200607426,2021-11-04 19:18:39,4246.0,0.3667,16.04,10.72
IONIQ5,M1200607426,2021-11-05 10:20:31,4258.0,0.35,13.64,17.34
IONIQ5,M1200607426,2021-11-05 19:16:17,4294.0,0.2472,16.2,33.04
IONIQ5,M1200607426,2021-11-06 15:38:31,4337.0,0.2,16.86,37.29
IONIQ5,M1200607426,2021-11-06 17:03:04,4353.0,0.2687,18.76,18.75
IONIQ5,M1200607426,2021-11-06 18:21:05,4365.0,0.2083,28.03,27.15
IONIQ5,M1200607426,2021-11-06 20:18:47,4399.0,0.1765,22.55,74.59
IONIQ5,M1200607426,2021-11-08 01:33:56,4441.0,0.3,21.49,49.86
IONIQ5,M1200607426,2021-11-08 18:00:03,4465.0,0.3727,11.03,18.67
IONIQ5,M1200607426,2021-11-09 10:07:30,4477.0,0.4083,7.55,18.45
IONIQ5,M1200607426,2021-11-10 18:17:48,4493.0,0.3125,7.39,13.04
IONIQ5,M1200607426,2021-11-11 10:41:26,4514.0,0.2905,8.52,22.09
IONIQ5,M1200607426,2021-11-11 16:35:21,4528.0,0.3,10.33,17.25
IONIQ5,M1200607426,2021-11-12 10:19:37,4540.0,0.3417,7.68,18.45
IONIQ5,M1200607426,2021-11-12 14:53:59,4550.0,0.29,8.99,25.0
IONIQ5,M1200607426,2021-11-12 16:38:09,4580.0,0.22,10.74,48.19
IONIQ5,M1200607426,2021-11-13 11:01:35,4740.0,0.2415,8.06,44.76
IONIQ5,M1200607426,2021-11-13 14:35:28,5024.0,0.2811,25.04,98.63
IONIQ5,M1200607426,2021-11-14 18:51:47,5083.0,0.1839,17.41,22.38
IONIQ5,M1200607426,2021-11-15 11:36:19,5105.0,0.3769,14.7,43.29
IONIQ5,M1200607426,2021-11-15 18:36:13,5149.0,0.21,16.2,33.26
IONIQ5,M1200607426,2021-11-17 11:54:43,5192.0,0.18,13.55,41.81
IONIQ5,M1200607426,2021-11-17 14:12:44,5252.0,0.255,15.75,46.12
IONIQ5,M1200607426,2021-11-17 16:04:07,5284.0,0.2688,17.73,35.19
IONIQ5,M1200607426,2021-11-17 18:33:44,5310.0,0.244,17.56,24.52
IONIQ5,M1200607426,2021-11-17 22:36:45,5366.0,0.3229,25.2,64.43
IONIQ5,M1200607426,2021-11-18 12:33:52,5386.0,0.255,15.91,41.12
IONIQ5,M1200607426,2021-11-18 14:04:44,5403.0,0.2294,17.57,45.0
IONIQ5,M1200607426,2021-11-18 19:19:46,5418.0,0.2467,18.07,7.44
IONIQ5,M1200607426,2021-11-19 12:01:56,5452.0,0.2812,15.77,46.25
IONIQ5,M1200607426,2021-11-19 16:25:34,5484.0,0.35,16.62,27.02
IONIQ5,M1200607426,2021-11-19 18:40:18,5517.0,0.2121,22.63,32.11
IONIQ5,M1200607426,2021-11-20 15:49:37,5714.0,0.2553,20.5,78.23
IONIQ5,M1200607426,2021-11-20 22:00:35,5977.0,0.2605,22.25,79.97
IONIQ5,M1200607426,2021-11-21 00:33:13,6004.0,0.2654,23.6,53.33
IONIQ5,M1200607426,2021-11-22 11:47:47,6101.0,0.2959,10.58,31.56
IONIQ5,M1200607426,2021-11-23 19:16:31,6123.0,0.3563,3.79,13.94
IONIQ5,M1200607426,2021-11-26 10:28:03,6144.0,0.2619,6.6,21.23
IONIQ5,M1200607426,2021-11-26 16:32:03,6185.0,0.2927,8.6,27.52
IONIQ5,M1200607426,2021-11-30 01:50:25,6231.0,0.2457,7.81,45.13
IONIQ5,M1200607426,2021-11-30 10:03:31,6243.0,0.35,8.98,14.15
IONIQ5,M1200607426,2021-12-01 18:58:52,6255.0,0.3833,1.89,14.34
IONIQ5,M1200607426,2021-12-03 12:03:20,6267.0,0.375,5.38,20.76
IONIQ5,M1200607426,2021-12-03 15:12:50,6305.0,0.2632,6.53,50.46
IONIQ5,M1200607426,2021-12-05 16:58:20,6327.0,0.34,5.51,14.63
IONIQ5,M1200607426,2021-12-06 00:34:05,6364.0,0.2654,14.3,50.51
IONIQ5,M1200607426,2021-12-06 10:37:32,6376.0,0.3333,6.9,17.84
IONIQ5,M1200607426,2021-12-06 18:55:29,6393.0,0.2647,8.65,15.14
IONIQ5,M1200607426,2021-12-07 10:34:10,6406.0,0.3615,7.66,14.48
IONIQ5,M1200607426,2021-12-07 19:41:24,6428.0,0.2227,10.17,22.01
IONIQ5,M1200607426,2021-12-08 10:35:58,6449.0,0.281,7.9,20.93
IONIQ5,M1200607426,2021-12-08 19:16:46,6463.0,0.3214,10.17,13.47
IONIQ5,M1200607427,2021-10-17 10:38:40,5867.0,0.21,10.91,90.16
IONIQ5,M1200607427,2021-10-19 06:50:54,6169.0,0.2531,14.52,62.92
IONIQ5,M1200607427,2021-10-21 06:53:53,6310.0,0.2,15.5,61.68
IONIQ5,M1200607427,2021-10-22 05:50:38,6370.0,0.196,11.22,34.21
IONIQ5,M1200607427,2021-10-23 10:26:39,6417.0,0.18,15.25,36.49
IONIQ5,M1200607427,2021-10-23 13:07:57,6453.0,0.2793,17.09,18.5
IONIQ5,M1200607427,2021-10-25 06:48:40,6539.0,0.2484,12.85,64.1
IONIQ5,M1200607427,2021-10-25 18:08:01,6581.0,0.2207,16.68,45.57
IONIQ5,M1200607427,2021-10-27 06:53:47,6687.0,0.1667,15.47,49.09
IONIQ5,M1200607427,2021-10-27 18:27:41,6724.0,0.2179,17.68,31.88
IONIQ5,M1200607427,2021-10-28 06:53:48,6758.0,0.2353,14.9,54.38
IONIQ5,M1200607427,2021-10-28 18:13:34,6794.0,0.18,17.11,38.9
IONIQ5,M1200607427,2021-11-03 18:17:54,7571.0,0.2533,15.99,37.47
IONIQ5,M1200607427,2021-11-04 18:19:46,7640.0,0.2238,16.56,31.74
IONIQ5,M1200607427,2021-11-06 12:41:24,7985.0,0.25,19.26,10.47
IONIQ5,M1200607427,2021-11-08 18:04:34,8068.0,0.1857,13.53,39.34
IONIQ5,M1200607427,2021-11-10 18:15:17,8208.0,0.2654,9.59,39.48
IONIQ5,M1200607427,2021-11-11 06:50:50,8244.0,0.2647,12.61,57.71
IONIQ5,M1200607427,2021-11-11 18:10:40,8280.0,0.2158,11.65,40.69
IONIQ5,M1200607427,2021-11-13 15:48:04,8372.0,0.2615,15.62,12.78
IONIQ5,M1200607427,2021-11-15 06:48:15,8435.0,0.25,8.8,57.54
IONIQ5,M1200607427,2021-11-16 18:12:31,8576.0,0.1714,14.39,30.53
IONIQ5,M1200607427,2021-11-17 06:53:22,8610.0,0.2516,10.41,57.5
IONIQ5,M1200607427,2021-11-18 06:50:49,8679.0,0.2735,12.46,59.94
IONIQ5,M1200607427,2021-11-18 18:09:16,8714.0,0.22,14.24,40.11
IONIQ5,M1200607427,2021-11-19 06:51:02,8749.0,0.2371,12.67,59.41
IONIQ5,M1200607427,2021-11-19 18:17:20,8783.0,0.2471,15.45,33.89
IONIQ5,M1200607427,2021-11-20 12:08:09,8802.0,0.1944,25.89,12.54
IONIQ5,M1200607427,2021-11-21 13:06:58,8812.0,0.22,11.35,38.3
IONIQ5,M1200607427,2021-11-21 14:03:23,8823.0,0.2091,12.86,33.25
IONIQ5,M1200607427,2021-11-22 06:52:11,8857.0,0.2706,13.61,54.14
IONIQ5,M1200607427,2021-11-22 18:23:13,8892.0,0.2886,9.38,38.75
IONIQ5,M1200607427,2021-11-23 06:51:13,8927.0,0.2743,9.65,59.38
IONIQ5,M1200607427,2021-11-23 17:54:08,8962.0,0.2543,6.54,40.37
IONIQ5,M1200607427,2021-11-24 07:08:24,8998.0,0.2794,5.91,57.44
IONIQ5,M1200607427,2021-11-24 18:16:12,9034.0,0.2417,10.76,34.91
